cohort,reaction_pt,a,b,c,d,N,PRR,PRR_LCL,PRR_UCL,ROR,ROR_LCL,ROR_UCL,chi2,flagged,unstable_den,sparse_bg
OTHER,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,339,564992,0,171,339,0.206583,0.012947,3.296351,0.206106,0.012813,3.315378,1.5223,False,True,False
OTHER,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,231,565100,0,171,231,0.140866,0.00882,2.249875,0.140514,0.008727,2.262423,2.615335,False,True,False
OTHER,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME ASSOCIATED TUBERCULOSIS,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,IMMUNE RECOVERY UVEITIS,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMMUNE SYSTEM DISORDER,911,564420,0,171,911,0.55464,0.034804,8.838804,0.553921,0.03448,8.898865,0.178996,False,True,False
OTHER,IMMUNE THROMBOCYTOPENIA,409,564922,0,171,409,0.249177,0.015621,3.974623,0.248633,0.015462,3.998064,1.130631,False,True,False
OTHER,IMMUNE TOLERANCE INDUCTION,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMMUNE-MEDIATED ADRENAL INSUFFICIENCY,117,565214,0,171,117,0.071498,0.004464,1.145266,0.071305,0.004416,1.151411,6.004677,False,True,False
OTHER,IMMUNE-MEDIATED ADVERSE REACTION,59,565272,0,171,59,0.036205,0.002247,0.583281,0.036104,0.002223,0.586341,12.722693,False,True,False
OTHER,IMMUNE-MEDIATED ARTHRITIS,25,565306,0,171,25,0.015517,0.000948,0.253868,0.015472,0.000938,0.255173,30.632229,False,True,False
OTHER,IMMUNE-MEDIATED CHOLANGITIS,53,565278,0,171,53,0.032554,0.002018,0.525146,0.032463,0.001996,0.527894,14.243477,False,True,False
OTHER,IMMUNE-MEDIATED CHOLESTASIS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMMUNE-MEDIATED CYSTITIS,14,565317,0,171,14,0.008823,0.000528,0.147327,0.008798,0.000523,0.148073,53.819258,False,True,False
OTHER,IMMUNE-MEDIATED CYTOPENIA,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMMUNE-MEDIATED DERMATITIS,136,565195,0,171,136,0.083059,0.00519,1.329367,0.082838,0.005134,1.336548,5.044085,False,True,False
OTHER,IMMUNE-MEDIATED ENCEPHALITIS,54,565277,0,171,54,0.033163,0.002056,0.534835,0.03307,0.002034,0.537635,13.966943,False,True,False
OTHER,IMMUNE-MEDIATED ENCEPHALOPATHY,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,IMMUNE-MEDIATED ENDOCRINOPATHY,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMMUNE-MEDIATED ENTEROCOLITIS,397,564934,0,171,397,0.241876,0.015163,3.858348,0.241342,0.015008,3.88102,1.187459,False,True,False
OTHER,IMMUNE-MEDIATED GASTRITIS,28,565303,0,171,28,0.017342,0.001063,0.282931,0.017292,0.001051,0.284389,27.361769,False,True,False
OTHER,IMMUNE-MEDIATED HEPATIC DISORDER,390,564941,0,171,390,0.237616,0.014895,3.79052,0.237089,0.014743,3.812747,1.222323,False,True,False
OTHER,IMMUNE-MEDIATED HEPATITIS,176,565155,0,171,176,0.107399,0.006718,1.716949,0.10712,0.006647,1.726352,3.699923,False,True,False
OTHER,IMMUNE-MEDIATED HYPERTHYROIDISM,39,565292,0,171,39,0.024035,0.001483,0.389502,0.023967,0.001467,0.391525,19.568339,False,True,False
OTHER,IMMUNE-MEDIATED HYPOPHYSITIS,44,565287,0,171,44,0.027078,0.001674,0.437946,0.027001,0.001656,0.440226,17.285953,False,True,False
OTHER,IMMUNE-MEDIATED HYPOTHYROIDISM,184,565147,0,171,184,0.112267,0.007024,1.794465,0.111977,0.006949,1.804319,3.50147,False,True,False
OTHER,IMMUNE-MEDIATED LUNG DISEASE,191,565140,0,171,191,0.116526,0.007291,1.862292,0.116227,0.007214,1.872542,3.341556,False,True,False
OTHER,IMMUNE-MEDIATED MYASTHENIA GRAVIS,34,565297,0,171,34,0.020993,0.001292,0.341059,0.020933,0.001278,0.342825,22.503268,False,True,False
OTHER,IMMUNE-MEDIATED MYOCARDITIS,164,565167,0,171,164,0.100097,0.006259,1.600674,0.099835,0.006193,1.609405,4.034125,False,True,False
OTHER,IMMUNE-MEDIATED MYOSITIS,163,565168,0,171,163,0.099488,0.006221,1.590984,0.099228,0.006155,1.599659,4.064207,False,True,False
OTHER,IMMUNE-MEDIATED NEPHRITIS,32,565299,0,171,32,0.019776,0.001216,0.321683,0.01972,0.001203,0.323346,23.926392,False,True,False
OTHER,IMMUNE-MEDIATED NEUROLOGICAL DISORDER,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,IMMUNE-MEDIATED NEUROPATHY,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMMUNE-MEDIATED OESOPHAGITIS,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,IMMUNE-MEDIATED PANCREATITIS,40,565291,0,171,40,0.024644,0.001521,0.39919,0.024574,0.001505,0.401265,19.067298,False,True,False
OTHER,IMMUNE-MEDIATED PANCYTOPENIA,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMMUNE-MEDIATED PERICARDITIS,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,IMMUNE-MEDIATED RENAL DISORDER,71,565260,0,171,71,0.043507,0.002706,0.699552,0.043386,0.002677,0.703241,10.442425,False,True,False
OTHER,IMMUNE-MEDIATED THYROIDITIS,34,565297,0,171,34,0.020993,0.001292,0.341059,0.020933,0.001278,0.342825,22.503268,False,True,False
OTHER,IMMUNE-MEDIATED UVEITIS,25,565306,0,171,25,0.015517,0.000948,0.253868,0.015472,0.000938,0.255173,30.632229,False,True,False
OTHER,IMMUNE-MEDIATED VASCULITIS,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMMUNISATION,174,565157,0,171,174,0.106182,0.006642,1.69757,0.105906,0.006571,1.70686,3.752406,False,True,False
OTHER,IMMUNISATION REACTION,246,565085,0,171,246,0.149993,0.009393,2.395219,0.149622,0.009294,2.408642,2.404654,False,True,False
OTHER,IMMUNODEFICIENCY,1157,564174,0,171,1157,0.704329,0.044204,11.222448,0.703723,0.043811,11.303637,0.06216,False,True,False
OTHER,IMMUNODEFICIENCY COMMON VARIABLE,69,565262,0,171,69,0.04229,0.002629,0.680174,0.042172,0.002601,0.683757,10.768091,False,True,False
OTHER,IMMUNODEFICIENCY CONGENITAL,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,IMMUNOGLOBULIN G4 RELATED DISEASE,16,565315,0,171,16,0.01004,0.000605,0.166694,0.010011,0.000598,0.167541,47.371208,False,True,False
OTHER,IMMUNOGLOBULIN THERAPY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMMUNOGLOBULINS ABNORMAL,32,565299,0,171,32,0.019776,0.001216,0.321683,0.01972,0.001203,0.323346,23.926392,False,True,False
OTHER,IMMUNOGLOBULINS DECREASED,198,565133,0,171,198,0.120786,0.007559,1.930119,0.120477,0.007479,1.940767,3.193041,False,True,False
OTHER,IMMUNOGLOBULINS INCREASED,27,565304,0,171,27,0.016734,0.001025,0.273243,0.016686,0.001014,0.27465,28.374033,False,True,False
OTHER,IMMUNOLOGY TEST,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMMUNOLOGY TEST ABNORMAL,13,565318,0,171,13,0.008215,0.00049,0.137645,0.008191,0.000485,0.138341,57.734211,False,True,False
OTHER,IMMUNOSUPPRESSANT DRUG LEVEL ABNORMAL,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMMUNOSUPPRESSANT DRUG LEVEL DECREASED,39,565292,0,171,39,0.024035,0.001483,0.389502,0.023967,0.001467,0.391525,19.568339,False,True,False
OTHER,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,146,565185,0,171,146,0.089144,0.005572,1.426262,0.088908,0.005512,1.433994,4.638847,False,True,False
OTHER,IMMUNOSUPPRESSANT DRUG THERAPY,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMMUNOSUPPRESSION,502,564829,0,171,502,0.305767,0.019175,4.875756,0.30515,0.018983,4.905324,0.788032,False,True,False
OTHER,IMPACTED FRACTURE,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPAIRED DRIVING ABILITY,251,565080,0,171,251,0.153036,0.009584,2.443667,0.152659,0.009484,2.457384,2.340121,False,True,False
OTHER,IMPAIRED FASTING GLUCOSE,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,IMPAIRED GASTRIC EMPTYING,386,564945,0,171,386,0.235182,0.014743,3.751762,0.234659,0.014592,3.773734,1.242847,False,True,False
OTHER,IMPAIRED HEALING,1830,563501,0,171,1830,1.113845,0.069921,17.743554,1.114214,0.069382,17.893277,0.005835,False,True,False
OTHER,IMPAIRED INSULIN SECRETION,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMPAIRED QUALITY OF LIFE,1387,563944,0,171,1387,0.844283,0.052993,13.451058,0.8439,0.052543,13.5539,0.01439,False,True,False
OTHER,IMPAIRED REASONING,19,565312,0,171,19,0.011866,0.000719,0.195749,0.011832,0.000711,0.196748,40.117378,False,True,False
OTHER,IMPAIRED SELF-CARE,30,565301,0,171,30,0.018559,0.001139,0.302306,0.018506,0.001127,0.303867,25.533223,False,True,False
OTHER,IMPAIRED WORK ABILITY,602,564729,0,171,602,0.366616,0.022996,5.844716,0.365941,0.02277,5.881205,0.547261,False,True,False
OTHER,IMPATIENCE,73,565258,0,171,73,0.044724,0.002782,0.718931,0.0446,0.002752,0.722725,10.134395,False,True,False
OTHER,IMPERCEPTION,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMPETIGO,84,565247,0,171,84,0.051418,0.003203,0.825514,0.051276,0.003168,0.829889,8.699847,False,True,False
OTHER,IMPLANT SITE ABSCESS,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANT SITE BRUISING,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMPLANT SITE CELLULITIS,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMPLANT SITE DEHISCENCE,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,IMPLANT SITE DERMATITIS,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANT SITE DISCHARGE,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,IMPLANT SITE DISCOLOURATION,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,IMPLANT SITE EROSION,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMPLANT SITE ERYTHEMA,17,565314,0,171,17,0.010649,0.000643,0.176378,0.010618,0.000636,0.177276,44.68457,False,True,False
OTHER,IMPLANT SITE EXFOLIATION,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANT SITE EXTRAVASATION,21,565310,0,171,21,0.013083,0.000796,0.215121,0.013045,0.000787,0.216222,36.380694,False,True,False
OTHER,IMPLANT SITE FIBROSIS,10,565321,0,171,10,0.006389,0.000376,0.108609,0.006371,0.000372,0.109152,73.750256,False,True,False
OTHER,IMPLANT SITE HAEMATOMA,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,IMPLANT SITE HAEMORRHAGE,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMPLANT SITE HYPERSENSITIVITY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE HYPERTROPHY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE HYPOAESTHESIA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANT SITE INDURATION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE INFECTION,52,565279,0,171,52,0.031946,0.00198,0.515457,0.031856,0.001958,0.518153,14.530457,False,True,False
OTHER,IMPLANT SITE INFLAMMATION,12,565319,0,171,12,0.007606,0.000452,0.127965,0.007584,0.000447,0.12861,62.25151,False,True,False
OTHER,IMPLANT SITE INJURY,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,IMPLANT SITE IRRITATION,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMPLANT SITE MASS,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANT SITE NECROSIS,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,IMPLANT SITE PAIN,76,565255,0,171,76,0.04655,0.002897,0.747999,0.046421,0.002866,0.751951,9.702412,False,True,False
OTHER,IMPLANT SITE PAPULES,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE PRURITUS,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,IMPLANT SITE PUSTULES,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMPLANT SITE REACTION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE SCAR,20,565311,0,171,20,0.012474,0.000757,0.205434,0.012438,0.000749,0.206485,38.160053,False,True,False
OTHER,IMPLANT SITE SWELLING,16,565315,0,171,16,0.01004,0.000605,0.166694,0.010011,0.000598,0.167541,47.371208,False,True,False
OTHER,IMPLANT SITE THROMBOSIS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANT SITE URTICARIA,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMPLANT SITE VESICLES,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,IMPLANT SITE WARMTH,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,IMPLANTABLE CARDIAC MONITOR INSERTION,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,IMPLANTABLE CARDIAC MONITOR REPLACEMENT,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANTABLE DEFIBRILLATOR INSERTION,45,565286,0,171,45,0.027686,0.001712,0.447634,0.027608,0.001694,0.449967,16.889055,False,True,False
OTHER,IMPLANTABLE DEFIBRILLATOR REPLACEMENT,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,IMPLANTATION COMPLICATION,17,565314,0,171,17,0.010649,0.000643,0.176378,0.010618,0.000636,0.177276,44.68457,False,True,False
OTHER,IMPRISONMENT,15,565316,0,171,15,0.009432,0.000567,0.15701,0.009404,0.00056,0.157807,50.393712,False,True,False
OTHER,IMPULSE-CONTROL DISORDER,55,565276,0,171,55,0.033771,0.002094,0.544525,0.033676,0.002072,0.547376,13.700297,False,True,False
OTHER,IMPULSIVE BEHAVIOUR,67,565264,0,171,67,0.041073,0.002553,0.660795,0.040959,0.002525,0.664274,11.11295,False,True,False
OTHER,IN VITRO FERTILISATION,22,565309,0,171,22,0.013691,0.000834,0.224807,0.013652,0.000825,0.225959,34.756088,False,True,False
OTHER,INABILITY TO AFFORD MEDICATION,509,564822,0,171,509,0.310027,0.019443,4.943583,0.309404,0.019248,4.973624,0.767717,False,True,False
OTHER,INABILITY TO CRAWL,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INADEQUATE ANALGESIA,58,565273,0,171,58,0.035597,0.002209,0.573592,0.035497,0.002185,0.5766,12.954651,False,True,False
OTHER,INADEQUATE ASEPTIC TECHNIQUE IN USE OF PRODUCT,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,INADEQUATE DIET,25,565306,0,171,25,0.015517,0.000948,0.253868,0.015472,0.000938,0.255173,30.632229,False,True,False
OTHER,INADEQUATE HOUSING,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INADEQUATE LUBRICATION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INADEQUATE PERITONEAL DIALYSIS,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,INADVERTENT INJECTION AIR BUBBLE,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,INAPPROPRIATE AFFECT,37,565294,0,171,37,0.022818,0.001407,0.370125,0.022754,0.001392,0.372044,20.649581,False,True,False
OTHER,INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION,247,565084,0,171,247,0.150602,0.009431,2.404909,0.15023,0.009332,2.418391,2.391535,False,True,False
OTHER,INAPPROPRIATE RELEASE OF PRODUCT FOR DISTRIBUTION,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,22832,542499,5,166,22832,1.381234,0.582314,3.27625,1.397279,0.57395,3.401671,0.548142,False,False,False
OTHER,INAPPROPRIATE SCHEDULE OF PRODUCT DISCONTINUATION,35,565296,0,171,35,0.021601,0.00133,0.350748,0.02154,0.001316,0.352565,21.851028,False,True,False
OTHER,INBORN ERROR OF AMINO ACID METABOLISM,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,INCARCERATED HERNIA,16,565315,0,171,16,0.01004,0.000605,0.166694,0.010011,0.000598,0.167541,47.371208,False,True,False
OTHER,INCARCERATED INGUINAL HERNIA,12,565319,0,171,12,0.007606,0.000452,0.127965,0.007584,0.000447,0.12861,62.25151,False,True,False
OTHER,INCARCERATED PARASTOMAL HERNIA,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,INCARCERATED UMBILICAL HERNIA,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,INCENTIVE SPIROMETRY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INCISION SITE ABSCESS,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,INCISION SITE CELLULITIS,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,INCISION SITE COMPLICATION,31,565300,0,171,31,0.019167,0.001178,0.311994,0.019113,0.001165,0.313606,24.704691,False,True,False
OTHER,INCISION SITE DISCHARGE,30,565301,0,171,30,0.018559,0.001139,0.302306,0.018506,0.001127,0.303867,25.533223,False,True,False
OTHER,INCISION SITE ERYTHEMA,38,565293,0,171,38,0.023427,0.001445,0.379813,0.02336,0.001429,0.381784,20.09509,False,True,False
OTHER,INCISION SITE HAEMATOMA,11,565320,0,171,11,0.006998,0.000414,0.118286,0.006977,0.00041,0.11888,67.521743,False,True,False
OTHER,INCISION SITE HAEMORRHAGE,34,565297,0,171,34,0.020993,0.001292,0.341059,0.020933,0.001278,0.342825,22.503268,False,True,False
OTHER,INCISION SITE HYPOAESTHESIA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,INCISION SITE IMPAIRED HEALING,51,565280,0,171,51,0.031337,0.001942,0.505768,0.031249,0.001921,0.508412,14.828487,False,True,False
OTHER,INCISION SITE INFLAMMATION,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,INCISION SITE OEDEMA,2,565329,0,171,2,0.001521,7.3e-05,0.031572,0.001517,7.3e-05,0.031713,273.069912,False,True,False
OTHER,INCISION SITE PAIN,49,565282,0,171,49,0.03012,0.001865,0.48639,0.030035,0.001845,0.48893,15.460346,False,True,False
OTHER,INCISION SITE PRURITUS,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,INCISION SITE SWELLING,34,565297,0,171,34,0.020993,0.001292,0.341059,0.020933,0.001278,0.342825,22.503268,False,True,False
OTHER,INCISION SITE ULCER,3,565328,0,171,3,0.00213,0.00011,0.041078,0.002124,0.000109,0.041269,204.553251,False,True,False
OTHER,INCISION SITE VESICLES,8,565323,0,171,8,0.005172,0.0003,0.089264,0.005157,0.000296,0.089706,90.359824,False,True,False
OTHER,INCISIONAL DRAINAGE,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,INCISIONAL HERNIA,97,565234,0,171,97,0.059328,0.003699,0.951476,0.059166,0.00366,0.956545,7.42063,False,True,False
OTHER,INCLUSION BODY MYOSITIS,4,565327,0,171,4,0.002738,0.000148,0.050667,0.00273,0.000146,0.050909,163.443375,False,True,False
OTHER,INCOHERENT,154,565177,0,171,154,0.094012,0.005877,1.503779,0.093764,0.005815,1.511953,4.352586,False,True,False
OTHER,INCOMPLETE SPINAL FUSION,7,565324,0,171,7,0.004564,0.000262,0.079598,0.00455,0.000259,0.07999,101.779015,False,True,False
OTHER,INCONTINENCE,502,564829,0,171,502,0.305767,0.019175,4.875756,0.30515,0.018983,4.905324,0.788032,False,True,False
OTHER,INCORRECT DISPOSAL OF PRODUCT,374,564957,0,171,374,0.22788,0.014284,3.635487,0.227368,0.014137,3.6567,1.307198,False,True,False
OTHER,INCORRECT DOSAGE ADMINISTERED,165,565166,0,171,165,0.100705,0.006298,1.610364,0.100442,0.006231,1.61915,4.00441,False,True,False
OTHER,INCORRECT DOSE ADMINISTERED,8960,556371,3,168,8960,0.9034,0.294224,2.773845,0.901844,0.287892,2.825097,0.031477,False,False,False
OTHER,INCORRECT DOSE ADMINISTERED BY DEVICE,2790,562541,0,171,2790,1.697997,0.106605,27.045578,1.701459,0.105964,27.320348,0.144149,False,True,False
OTHER,INCORRECT DOSE ADMINISTERED BY PRODUCT,112,565219,0,171,112,0.068455,0.004272,1.096819,0.06827,0.004227,1.102693,6.311474,False,True,False
OTHER,INCORRECT DRUG ADMINISTRATION RATE,467,564864,0,171,467,0.28447,0.017838,4.53662,0.283878,0.017658,4.563847,0.899673,False,True,False
OTHER,INCORRECT PRODUCT ADMINISTRATION DURATION,724,564607,0,171,724,0.440852,0.027658,7.026848,0.440135,0.027391,7.072249,0.354803,False,True,False
OTHER,INCORRECT PRODUCT DOSAGE FORM ADMINISTERED,6,565325,0,171,6,0.003955,0.000224,0.06994,0.003944,0.000221,0.070282,116.460919,False,True,False
OTHER,INCORRECT PRODUCT FORMULATION ADMINISTERED,30,565301,0,171,30,0.018559,0.001139,0.302306,0.018506,0.001127,0.303867,25.533223,False,True,False
OTHER,INCORRECT ROUTE OF PRODUCT ADMINISTRATION,1356,563975,2,169,1356,0.20508,0.051654,0.814216,0.203169,0.050346,0.819882,6.168195,False,True,False
OTHER,INCREASED APPETITE,757,564574,0,171,757,0.460933,0.028919,7.346605,0.460209,0.028642,7.394505,0.315438,False,True,False
OTHER,INCREASED BRONCHIAL SECRETION,120,565211,0,171,120,0.073323,0.004578,1.174335,0.073126,0.004529,1.180643,5.832828,False,True,False
OTHER,INCREASED FOETAL MOVEMENTS,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INCREASED INSULIN REQUIREMENT,9,565322,0,171,9,0.005781,0.000338,0.098934,0.005764,0.000334,0.099428,81.224531,False,True,False
OTHER,INCREASED INTRAPERITONEAL VOLUME,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INCREASED LIVER STIFFNESS,5,565326,0,171,5,0.003347,0.000186,0.060294,0.003337,0.000184,0.060585,136.036892,False,True,False
OTHER,INCREASED NEED FOR SLEEP,12,565319,0,171,12,0.007606,0.000452,0.127965,0.007584,0.000447,0.12861,62.25151,False,True,False
OTHER,INCREASED STEROID ACTIVITY,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INCREASED TENDENCY TO BRUISE,462,564869,0,171,462,0.281428,0.017647,4.488172,0.280839,0.017468,4.515068,0.91713,False,True,False
OTHER,INCREASED UPPER AIRWAY SECRETION,189,565142,0,171,189,0.115309,0.007215,1.842913,0.115013,0.007138,1.85305,3.386027,False,True,False
OTHER,INCREASED VENTRICULAR AFTERLOAD,1,565330,0,171,1,0.000913,3.7e-05,0.022329,0.00091,3.7e-05,0.02242,410.103537,False,True,False
OTHER,INCREASED VISCOSITY OF BRONCHIAL SECRETION,44,565287,0,171,44,0.027078,0.001674,0.437946,0.027001,0.001656,0.440226,17.285953,False,True,False
OTHER,INCREASED VISCOSITY OF UPPER RESPIRATORY SECRETION,76,565255,0,171,76,0.04655,0.002897,0.747999,0.046421,0.002866,0.751951,9.702412,False,True,False
